test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-4-digital,Reading and Writing,2,30,Multiple Choice,,"While researching a topic, a student has taken the following notes: • The Haudenosaunee Confederacy is a nearly 1,000-year-old alliance of six Native nations in the northeastern US. • The members are bound by a centuries-old agreement known as the Great Law of Peace. • Historian Bruce Johansen is one of several scholars who believe that the principles of the Great Law of Peace influenced the US Constitution. • This theory is called the influence theory. • Johansen cites the fact that Benjamin Franklin and Thomas Jefferson both studied the Haudenosaunee Confederacy. The student wants to present the influence theory to an audience unfamiliar with the Haudenosaunee",Confederacy. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Historian Bruce Johansen believes that the Great Law of Peace was very influential.,The influence theory is supported by the fact that Benjamin Franklin and Thomas Jefferson both studied the Haudenosaunee Confederacy.,"The influence theory holds that the principles of the Great Law of Peace, a centuries-old agreement binding six Native nations in the northeastern US, influenced the US Constitution.","Native people, including the members of the Haudenosaunee Confederacy, influenced the founding of the US in many different ways. odule"
sat-practice-test-4-digital,Reading and Writing,2,33,Multiple Choice,,"While researching a topic, a student has taken the following notes: • The magnificent frigatebird (fregata magnificens) is a species of seabird that feeds mainly on fish, tuna, squid, and other small sea animals. • It is unusual among seabirds in that it doesn’t dive into the water for prey. • One way it acquires food is by using its hook-tipped bill to snatch prey from the surface of the water. • Another way it acquires food is by taking it from weaker birds by force. • This behavior is known as kleptoparasitism. The student wants to emphasize a similarity between the two ways a magnificent frigatebird acquires food.",Which choice most effectively uses relevant information from the notes to accomplish this goal?,"A magnificent frigatebird never dives into the water, instead using its hook-tipped bill to snatch prey from the surface.",Neither of a magnificent frigatebird’s two ways of acquiring food requires the bird to dive into the water.,"Of the magnificent frigatebird’s two ways of acquiring food, only one is known as kleptoparasitism.","In addition to snatching prey from the water with its hook-tipped bill, a magnificent frigatebird takes food from other birds by force."
sat-practice-test-4-digital,Math,1,1,Multiple Choice,A,"---------~ The scatterplot shows the relationship between two variables, x and y. y 10+-+--+--+--i------,f-----+---+--+--+--+ 9 ---+--+--i------,f-----+---+--+--+--+ 8 -+---+--+-4~o--+---+---+---+--+--+---+---+- 7 -+---+--+--+--+-----,,-----+---+---+---+----+- 6 +--+--+--+--i------,f-----+---+--+--+--+ 5 +--+--+----t----+if-----+---+--+--+--+ 4 -+---+--+--+--+-----,,-----+---+---+---+----+- 3 -+---+--+--+--+-----,re-----+-11-r-t<-.-+---+----+- 2 +--+--+--+--i------,f-----+---+--+--+---.+- 1- -+ +-- +- -+- -+ --, ,--- --+ -+- --+ __ _, _-- -+ x U 12345678910",Which of the following equations is the most appropriate linear model for the data shown?,y = 0.9 + 9.4x,y = 0.9 − 9.4x,y = 9.4 + 0.9x,y = 9.4 − 0.9x ---------~
sat-practice-test-4-digital,Math,1,3,Free Response,),,"through the point (9, 10). Which equation defines line t ?",,,,
sat-practice-test-4-digital,Math,1,4,Multiple Choice,D,3 more than 8 times a number x is equal to 83.,Which equation represents this situation?,(3)(8)x = 8 3,8x = 83 +3,3x +8 = 83,8x +3 = 83 Mo
sat-practice-test-4-digital,Math,1,5,Multiple Choice,D,"Hana deposited a fixed amount into her bank account each month. The function f(t)= 100 + 25 t gives the amount, in dollars, in Hana’s bank account",after t monthly deposits. What is the best interpretation of 25 in this context?,"With each monthly deposit, the amount in Hana’s bank account increased by $25.","Before Hana made any monthly deposits, the amount in her bank account was $25.","After 1 monthly deposit, the amount in Hana’s bank account was $25.",Hana made a total of 25 monthly deposits.
sat-practice-test-4-digital,Math,1,6,Free Response,,A customer spent $27 to purchase oranges at $3 per,pound. How many pounds of oranges did the customer purchase?,,,,
sat-practice-test-4-digital,Math,1,7,Free Response,),Nasir bought 9 storage bins that were each the same price. He used a coupon for $63 off the entire purchase. The cost for the entire purchase after using,"the coupon was $27. What was the original price, in dollars, for 1 storage bin? odule",,,,
sat-practice-test-4-digital,Math,1,8,Free Response,B,,,,,,
sat-practice-test-4-digital,Math,1,9,Multiple Choice,D,"Q S~: P ___.. ..._.R Note: Figures not drawn to scale. Right triangles PQR and STU are similar, where P corresponds to S. If the measure of angle Q is 18°,",what is the measure of angle S ?,18°,72°,82°,162° 33 CONTINUE 10 ...............................................................................................................................................................................................................................................................................................................
sat-practice-test-4-digital,Math,1,11,Multiple Choice,,"2.5b+5r = 80 The given equation describes the relationship between the number of birds, b, and the number of reptiles, r, that can be cared for at a pet care business on a given day. If the business cares for 16 reptiles on","a given day, how many birds can it care for on this day?",0,5,40,80
sat-practice-test-4-digital,Math,1,12,Free Response,A,,y,,,,
sat-practice-test-4-digital,Math,1,13,Free Response,70,x 8,"If = 5, what is the value of ? 8 x ---------~",,,,
sat-practice-test-4-digital,Math,1,14,Free Response,10,24x+y = 48 6x+y = 7 2 The solution to the given system of equations is,"(x, y). What is the value of y ? Mo -- - - - - ~",,,,
sat-practice-test-4-digital,Math,1,15,Free Response,A,,Line t in the xy-plane has a slope of − and passes,,,,
sat-practice-test-4-digital,Math,1,16,Multiple Choice,B,"The function f(x) = 206(1.034)x models the value, in dollars, of a certain bank account by the end of each year from 1957 through 1972, where x is the",number of years after 1957. Which of the following is the best interpretation of “ f(5 ) is approximately equal to 243” in this context?,The value of the bank account is estimated to be approximately 5 dollars greater in 1962 than in 1957.,The value of the bank account is estimated to be approximately 243 dollars in 1962.,"The value, in dollars, of the bank account is estimated to be approximately 5 times greater in 1962 than in 1957.",The value of the bank account is estimated to increase by approximately 243 dollars every 5 years between 1957 and 1972. odule
sat-practice-test-4-digital,Math,1,17,Multiple Choice,C,,"For a certain rectangular region, the ratio of its length to its width is 35 to 10. If the width of the rectangular region increases by 7 units, how must the length change to maintain this ratio?",It must decrease by 24.5 units.,It must increase by 24.5 units.,It must decrease by 7 units.,It must increase by 7 units.
sat-practice-test-4-digital,Math,1,18,Free Response,C,Square P has a side length of x inches. Square Q has a perimeter that is 176 inches greater than the perimeter of square P. The function f gives the area,"of square Q, in square inches. Which of the following defines f ?",,,,
sat-practice-test-4-digital,Math,1,20,Free Response,16,Point O is the center of a circle. The measure of,"arc RS on this circle is 100°. What is the measure, in degrees, of its associated angle ROS ?",,,,
sat-practice-test-4-digital,Math,1,21,Free Response,28,"The expression 6 5 35 x 45 · 8 28 x is equivalent to ax b , where a and b are positive constants and x > 1.",What is the value of a + b ?,,,,
sat-practice-test-4-digital,Math,1,22,Multiple Choice,A,"A right triangle has sides of length 2 2 , 6 2 , and","80 units. What is the area of the triangle, in square units?",8 2 + 80,12,24 80,24 ---------~
sat-practice-test-4-digital,Math,1,23,Multiple Choice,B,"The expression 4x 2+ bx − 45, where b is a constant, can be rewritten as (hx + k)(x + j), where h, k, and j",are integer constants. Which of the following must be an integer? b,h b,k,h,k Mo
sat-practice-test-4-digital,Math,1,24,Multiple Choice,C,"y = 2x − 21x+ 64 y = 3x+ a In the given system of equations, a is a constant. The graphs of the equations in the given system intersect","at exactly one point, (x,y),inthex y-plane. What is the value of x ?",−8,−6,6,8
sat-practice-test-4-digital,Math,1,25,Multiple Choice,B,An isosceles right triangle has a hypotenuse of length,"58 inches. What is the perimeter, in inches, of this triangle?",29 2,58 2,58 +58 2,"58 +116 2 ST If you finish before time is called, you m Do not turn to any ot odule"
sat-practice-test-4-digital,Math,1,26,Free Response,B,,"In the xy-plane, a parabola has vertex (9, −14) and intersects the x-axis at two points. If the equation of",,,,
sat-practice-test-4-digital,Math,1,27,Free Response,289,"Function f is defined by f(x) = −a x + b, where a","and b are constants. In the xy-plane, the graph of y = f(x) − 15 has a y-intercept at ⎛ ⎜ ⎜ ⎝ 0, − 99 ⎞ ⎟ ⎟ ⎠⎟. The",,,,
sat-practice-test-4-digital,Math,2,1,Multiple Choice,,,"I \ I '\ I ' / ' I ---------~ The line graph shows the estimated number of chipmunks in a state park on April 1 of each year from 1989 to 1999. Based on the line graph, in which year was the estimated number of chipmunks in the state park the greatest?",1989,1994,1995,1998
sat-practice-test-4-digital,Math,2,2,Multiple Choice,,-- - - - - ~ 25 ................................................................................................................................................................................................................................................ The equation x 2+(y −1)2 = 49 represents circle A. Circle B is obtained by shifting circle A down 2 units,in the xy-plane. Which of the following equations represents circle B?,(x −2)2 +(y −1)2 = 49,x 2+(y −3)2 = 49,(x +2)2 +(y −1)2 = 49,"x 2+(y +1)2 = 49 If you finish before time is called, you may Do not turn to any other -- - - - - ~"
sat-practice-test-4-digital,Math,2,3,Free Response,,3 3,Which expression is equivalent to 12x −5x ?,,,,
sat-practice-test-4-digital,Math,2,4,Multiple Choice,,x+y = 18 5y = x,"What is the solution (x,y) to the given system of equations?","(15, 3)","(16, 2)","(17, 1)","(18, 0) Mo"
sat-practice-test-4-digital,Math,2,5,Multiple Choice,,"The point (8, 2) in the xy-plane is a solution to",which of the following systems of inequalities?,x > 0 y > 0,x > 0 y < 0,x < 0 y > 0,x < 0 y < 0
sat-practice-test-4-digital,Math,2,6,Free Response,),,"-1--l. - ..... .... ,.. X -1 0 -8 -6 -4 -2-""-',---2-,-4-,--6--8-10 :2",,,,
sat-practice-test-4-digital,Math,2,7,Free Response,,f(x) = 7x+1 The function gives the total number of people on a,company retreat with xmanagers. What is the total number of people on a company retreat with 7 managers? odule,,,,
sat-practice-test-4-digital,Math,2,9,Multiple Choice,,"ball’s height above the ground f(x), in inches, x seconds after it started moving on a track, where 0 ≤ x ≤ 1 0. Which of the following is the best interpretation of the vertex of the graph of",y = f(x ) in the xy-plane?,The metal ball’s minimum height was 3 inches above the ground.,The metal ball’s minimum height was 7 inches above the ground.,The metal ball’s height was 3 inches above the ground when it started moving.,The metal ball’s height was 7 inches above the ground when it started moving.
sat-practice-test-4-digital,Math,2,10,Multiple Choice,,"To estimate the proportion of a population that has a certain characteristic, a random sample was selected from the population. Based on the sample, it is estimated that the proportion of the population that has the characteristic is 0.49, with an associated margin of error of 0.04. Based on this estimate and","margin of error, which of the following is the most appropriate conclusion about the proportion of the population that has the characteristic?",It is plausible that the proportion is between 0.45 and 0.53.,It is plausible that the proportion is less than 0.45.,The proportion is exactly 0.49.,It is plausible that the proportion is greater than 0.53.
sat-practice-test-4-digital,Math,2,11,Multiple Choice,,A moving truck can tow a trailer if the combined weight of the trailer and the boxes it contains is no,"more than 4,600 pounds. What is the maximum number of boxes this truck can tow in a trailer with a weight of 500 pounds if each box weighs 120 pounds?",34,35,38,39
sat-practice-test-4-digital,Math,2,12,Free Response,,−4x −7x = −36,What is the positive solution to the given equation?,,,,
sat-practice-test-4-digital,Math,2,13,Free Response,,The table summarizes the distribution of color and shape for 100 tiles of equal area. Red Blue Yellow Total Square 10 20 25 55 Pentagon 20 10 15 45 I I I I I I Total 30 30 40 100,"If one of these tiles is selected at random, what is the probability of selecting a red tile? (Express your answer as a decimal or fraction, not as a percent.)",,,,
sat-practice-test-4-digital,Math,2,14,Free Response,,"f(x) = 2x +3 For the given function f, the graph of y = f (x )in the",xy-plane is parallel to line j. What is the slope of line j ? Mo,,,,
sat-practice-test-4-digital,Math,2,15,Multiple Choice,,"A proposal for a new library was included on an election ballot. A radio show stated that 3 times as many people voted in favor of the proposal as people who voted against it. A social media post reported that 15,000 more people voted in favor of the proposal than voted against it. Based on these data,",how many people voted against the proposal?,"7,500","15,000","22,500","45,000"
sat-practice-test-4-digital,Math,2,16,Multiple Choice,,"t m n Note: Figure not drawn to scale. In the figure, lines m and n are parallel. If","x = 6k+1 3 a nd y = 8k−2 9, what is the value of z ?",3,21,41,139 odule
sat-practice-test-4-digital,Math,2,17,Free Response,,"−3x+ 21px = 84 In the given equation, p is a constant. The equation",has no solution. What is the value of p ?,0,,,
sat-practice-test-4-digital,Math,2,18,Multiple Choice,,f(x) = (x−10) (x+13) The function f is defined by the given equation. For,what value of x does f(x) reach its minimum?,−130,−13,,
sat-practice-test-4-digital,Math,2,19,Free Response,,,,,,,
sat-practice-test-4-digital,Math,2,20,Free Response,,"In triangle JKL, cos(K ) = and angle J is a right",angle. What is the value of cos(L)?,,,,
sat-practice-test-4-digital,Math,2,21,Free Response,,"−x + bx−67 6 = 0 In the given equation, b is a positive integer. The",equation has no real solution. What is the greatest possible value of b ?,,,,
sat-practice-test-4-digital,Math,2,22,Free Response,,,y,,,,
sat-practice-test-4-digital,Math,2,23,Multiple Choice,,"x f(x) = 5,470(0.64)12 The function f gives the value, in dollars, of a certain piece of equipment after x months of use. If the value of the equipment decreases each year by p%of","its value the preceding year, what is the value of p ?",4,5,36,64 odule
sat-practice-test-4-digital,Math,2,24,Multiple Choice,,Data Set A • • • • • • • • • • • • • • • 22 23 24 25 26 The dot plot represents the 15 values in data set A. Data set B is created by adding 56 to each of the,values in data set A. Which of the following correctly compares the medians and the ranges of data sets A and B?,"The median of data set B is equal to the median of data set A, and the range of data set B is equal to the range of data set A.","The median of data set B is equal to the median of data set A, and the range of data set B is greater than the range of data set A.","The median of data set B is greater than the median of data set A, and the range of data set B is equal to the range of data set A.","The median of data set B is greater than the median of data set A, and the range of data set B is greater than the range of data set A. 45 CONTINUE"
sat-practice-test-4-digital,Math,2,26,Multiple Choice,,"Two identical rectangular prisms each have a height of 90 centimeters (cm). The base of each prism is a square, and the surface area of each prism is K cm2 . If the prisms are glued together along a square base, the resulting prism has a surface area of 92 K cm2 .","What is the side length, in cm, of each square base?",4,8,9,16 -- - - - - ~
sat-practice-test-4-digital,Math,2,27,Free Response,,,210 is p% greater than 30. What is the value of p ? r module in the test.,,,,
