test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-7-digital,Reading and Writing,2,14,Multiple Choice,C,,"Janet Echelman is a sculptor and fiber artist. She has installed giant sculptures all over the world. Echelman uses bright and flowing materials, which mimic the wind. However, while her sculptures appear as delicate as a breeze, they are actually very durable. Which quotation from an article about Echelman’s sculptures, if true, would most effectively illustrate the underlined claim?",“Echelman uses a special program that makes a 3D model of the sculpture.”,"“The first part of planning a new sculpture is done using paper and pencil, and then a digital program is used to finalize the design.”",“The materials that Echelman uses to build her sculptures are both flexible and strong.”,“Each sculpture is designed to reflect local landmarks from the area in which it is eventually installed.”
sat-practice-test-7-digital,Reading and Writing,2,15,Multiple Choice,D,"Early Earth is thought to have been characterized by a stagnant lid tectonic regime, in which the upper lithosphere (the outer rocky layer) was essentially immobile and there was no interaction between the lithosphere and the underlying mantle. Researchers investigated the timing of the transition from a stagnant lid regime to a tectonic plate regime, in which the lithosphere is fractured into dynamic plates that in turn allow lithospheric and mantle material to mix. Examining chemical data from lithospheric and mantle-derived rocks ranging from 285 million to 3.8 billion years old, the researchers dated the transition to 3.2 billion years ago.","Which finding, if true, would most directly support the researchers’ conclusion?","Among rocks known to be older than 3.2 billion years, significantly more are mantle derived than lithospheric, but the opposite is true for the rocks younger than 3.2 billion years.",Mantle-derived rocks older than 3.2 billion years show significantly more compositional diversity than lithospheric rocks older than 3.2 billion years do.,"There is a positive correlation between the age of lithospheric rocks and their chemical similarity to mantle-derived rocks, and that correlation increases significantly in strength at around 3.2 billion years old.",Mantle-derived rocks younger than 3.2 billion years contain some material that is not found in older mantle-derived rocks but is found in older and contemporaneous lithospheric rocks. odule
sat-practice-test-7-digital,Reading and Writing,2,16,Multiple Choice,D,"The Uto-Aztecan language family is divided into a northern branch, which includes the Shoshone language of present-day Idaho and Utah, and a southern one, whose best-known representative is Nahuatl, the language of the Aztec Empire in Mexico. Lexical similarities across the family, including of botanical terms, confirm descent from a single language spoken millennia ago, and the family’s geographical distribution suggests an origin in what is now the US Southwest. However, vocabulary pertaining to maize isn’t shared between northern and southern branches, despite the crop’s universal cultivation among Uto-Aztecan tribes. Given archaeological evidence that maize originated in Mexico and diffused northward into what became the US Southwest, some linguists reason that _______",Which choice most logically completes the text?,northern Uto-Aztecan tribes likely obtained the crop directly from a southern Uto-Aztecan tribe rather than from a non-Uto-Aztecan tribe.,variation in maize-related vocabulary within each branch of the Uto-Aztecan family likely reflects regionally specific methods for cultivating the crop.,"southern Uto-Aztecan tribes likely acquired maize at roughly the same time as northern Uto-Aztecan tribes did, though from different sources.",the family’s division into northern and southern branches likely preceded the acquisition of the crop by the Uto-Aztecan tribes.
sat-practice-test-7-digital,Reading and Writing,2,17,Multiple Choice,B,"Data collected by the Mars rover Curiosityat the Gale Crater’s Murray Formation are suggestive of hydrological deposition of sediment in the distant past. To characterize the nature of the depositional environment, Frances Rivera-Hernández et al. analyzed the grain size of Murray Formation sediment, finding that although there are intervals of coarse grains, most of the sediment consists of fine grains that show signs of cracking due to episodic desiccation. Rivera-Hernández et al. concluded that the coarse grains are sandstone, which tends to be deposited by flowing water, whereas the fine grains are mudstone, which is slowly deposited by settling out of suspension in low-flow water, leading the researchers to posit that _______",Which choice most logically completes the text?,"although the area of the Murray Formation experienced a prolonged period of dryness that prevented a lake from forming, water flowing from a distant source was present.","a lake existed at the Murray Formation for a prolonged period, though the lake occasionally experienced drying and there were periods in which one or more streams were present.",one or more streams existed at the Murray Formation for an extended period until being replaced by a lake that persisted for only a brief period before permanently drying.,"a stream-fed lake was present at the Murray Formation for an extended period, and although the streams experienced occasional drying, the lake did not. Mo"
sat-practice-test-7-digital,Reading and Writing,2,18,Multiple Choice,B,"An analysis by Alain Elayi and colleagues of coins minted in Sidon in the fifth and fourth centuries BCE reveals a change in their composition over time: while a coin from circa 450 BCE contains about 98%silver and 1%copper, a coin from 367 BCE (the end of Ba’alšillem II’s reign) contains 74.2%silver and 24.7%copper, giving it a relatively yellowish appearance that traders would have noticed. Because coins with a silver content below 80%were widely considered unsuitable for trade, Elayi et al. speculate that a crisis in confidence in the currency occurred in Sidon around 367 BCE, which was likely relieved— despite Sidon’s persistent oppressive financial obligations—as a result of Ba’alšillem II’s successor Abd’aštart I’s decision to _______",Which choice most logically completes the text?,proclaim that the percentage of silver in coins suitable for trade would be raised to a threshold higher than 80%.,keep the amount of silver in Sidonian coins consistent with that in coins minted in 367 BCE but decrease their weight.,begin minting heavier coins with a proportion of silver to copper similar to that in coins minted in 367 BCE.,fund the mining of some copper deposits that were not available to Ba’alšillem II.
sat-practice-test-7-digital,Reading and Writing,2,19,Multiple Choice,D,"Nowadays, tug-of-war is usually seen as an informal game one might play at a picnic or in gym class. Surprisingly, the Olympic committee once decided _______tug-of-war as an official Olympic event! Nations competed in the event at the Olympic Games from 1900 to 1920.",Which choice completes the text so that it conforms to the conventions of Standard English?,included,including,include,to include
sat-practice-test-7-digital,Reading and Writing,2,20,Multiple Choice,D,"The Globe Theatre in London is a reconstruction of the famed venue where many of Shakespeare’s plays were first performed. In 1613, a prop cannon _______during a performance and ignited the Globe’s thatched roof. No one was hurt, but in two hours the original Globe was gone.",Which choice completes the text so that it conforms to the conventions of Standard English?,malfunctions,will malfunction,has malfunctioned,malfunctioned
sat-practice-test-7-digital,Reading and Writing,2,21,Multiple Choice,C,Nigerian American artist Toyin Ojih Odutola uses black-ink pens to create highly detailed drawings of human figures. Her portrait of novelist Zadie _______is displayed in the National Portrait Gallery in London.,Which choice completes the text so that it conforms to the conventions of Standard English?,Smith:,Smith—,Smith,"Smith, odule"
sat-practice-test-7-digital,Reading and Writing,2,22,Multiple Choice,C,"When a given industry—water and electricity are two well-known examples—carries high infrastructural start-up costs and other barriers that discourage competition, _______of just one or two suppliers per municipality. Such industries are known as natural monopolies. Which choice completes the text so that it conforms to the conventions of Standard English?",Which choice completes the text so that it conforms to the conventions of Standard English?,items managing,"items, managing",items; managing,items. Managing
sat-practice-test-7-digital,Reading and Writing,2,24,Multiple Choice,A,"Digital artist Jung (Lulu) Chen primarily uses a suite of software tools to create illustrations for children’s books. To manifest the warm and welcoming atmospheres that are a signature of her _______she occasionally relies on more traditional art techniques, such as painting with watercolors.",Which choice completes the text so that it conforms to the conventions of Standard English?,"work, though,","work, though","work; though,","work, though;"
sat-practice-test-7-digital,Reading and Writing,2,25,Multiple Choice,B,"Chondrites are stony meteorites that are undifferentiated—that is, their contents have not melted and separated into distinct layers. They are hardly _______many chondrites experience aqueous alteration as a result of exposure to fluids, as well as fracturing, veining, and localized melting due to collisions with other objects.",Which choice completes the text so that it conforms to the conventions of Standard English?,"pristine, though","pristine, though;",pristine; though,"pristine, though, Mo"
sat-practice-test-7-digital,Reading and Writing,2,26,Multiple Choice,D,That the geographic center of North America lay in the state of North Dakota was conceded by all _______establishing its precise coordinates proved more divisive.,Which choice completes the text so that it conforms to the conventions of Standard English?,involved:,"involved,",involved,involved;
sat-practice-test-7-digital,Reading and Writing,2,27,Multiple Choice,B,"Famous for its four-degree tilt, the leaning Garisenda Tower is a popular attraction in Bologna’s city center. However, measurements taken in 2023 showed that the tower was rotating in a concerning way. _______city officials closed the area around the tower so experts could explore solutions to stabilize the historical twelfth-century structure.",Which choice completes the text with the most logical transition?,"Similarly,","As a result,","For example,","In comparison,"
sat-practice-test-7-digital,Reading and Writing,2,28,Multiple Choice,D,"In 2021, a model developed by astrophysicist Catherine Zucker and her research team revealed that the same supernovas responsible for the creation and ongoing expansion of the Local Bubble—a 14-million-year-old cavity in the Milky Way—are likely responsible for the formation of new stars. _______this model detailed how the bubble’s expansion trapped interstellar clouds of gas and dust that became stars upon their eventual collapse.",Which choice completes the text with the most logical transition?,"Hence,","However,","Admittedly,","Specifically, odule"
sat-practice-test-7-digital,Reading and Writing,2,29,Multiple Choice,A,"Following the American Revolutionary War, North American foodways underwent a radical transformation, fueled in large part by spiking consumer demand for certain grains. The cultivation, trade, and transportation of maize and wheat, _______reconfigured the continent’s existing regional foodways into a globally oriented food system.",Which choice completes the text with the most logical transition?,"in particular,","alternatively,","by comparison,","second of all,"
sat-practice-test-7-digital,Reading and Writing,2,30,Multiple Choice,D,"When, in 2017, Cambridge University students Lucy Moss and Toby Marlow decided they wanted to develop a musical together, one of their goals was for their female actor friends to have good parts to play. _______they created the show Six, a retelling of the history of King Henry VIII’s wives in which each of the six queens has a starring role.",Which choice completes the text with the most logical transition?,"In other words,","In summary,","For example,","To that end,"
sat-practice-test-7-digital,Reading and Writing,2,31,Multiple Choice,C,"Mountain climbing routes that incorporate metal rungs and cables are known as via ferratas, from the Italian phrase for “iron path.” As climbing these routes has shifted from a mode of travel to a sporting activity, modern via ferratas are rarely designed to simply reach a summit. _______new routes favor recreation over utility, aiming to provide a challenging climb or showcase dramatic scenery.",Which choice completes the text with the most logical transition?,"Additionally,","On the other hand,","More often,","Nonetheless, Mo"
sat-practice-test-7-digital,Reading and Writing,2,32,Multiple Choice,A,"While researching a topic, a student has taken the following notes: • Samuel Delany is a US writer known for his science fiction. • Delany’s science fiction novel Babel-17was published in 1966. • The novel won a Nebula Award in 1967. • The Nebula Awards are given each year to the best works of science fiction published in the US. The student wants to indicate the title of a novel that",won a Nebula Award. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Babel-17, by Samuel Delany, won a Nebula Award in 1967.",Samuel Delany published a science fiction novel in 1966.,Samuel Delany is an award-winning US writer known for his science fiction.,"One of Samuel Delany’s novels was among the best works of science fiction published in the US. ST If you finish before time is called, you m Do not turn to any ot"
sat-practice-test-7-digital,Reading and Writing,2,33,Multiple Choice,C,"While researching a topic, a student has taken the following notes: • Chiura Obata was a Japanese American artist who lived in California. • Yosemite Fallsis a notable painting by Obata. • It uses a Japanese method of black ink painting called sumi-e. • This painting was completed in 1930. The student wants to indicate the year Yosemite Falls",was completed. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"While living in California, Obata created black ink paintings.","Obata, a Japanese American artist, created a notable painting.",Yosemite Fallswas completed in 1930.,Obata used a Japanese painting method called sumi-e. TOP may check your work on this module only. ther module in the test. odule
sat-practice-test-7-digital,Math,1,3,Multiple Choice,B,- - - - - - - - - ~ Ip I +61 = 65,Which value is a solution to the given equation?,,4,126,130
sat-practice-test-7-digital,Math,1,4,Multiple Choice,A,,"- - - - - - - - - ~ Lorenzo purchased a box of cereal and some strawberries at the grocery store. Lorenzo paid $2 for the box of cereal and $1.90 per pound for the strawberries. If Lorenzo paid a total of $9.60 for the box of cereal and the strawberries, which of the following equations can be used to find p, the number of pounds of strawberries Lorenzo purchased? (Assume there is no sales tax.)",1.90p+2 = 9.60,1.90p−2 = 9.60,1.90+2p = 9.60,1.90−2p = 9.60 Mo
sat-practice-test-7-digital,Math,1,5,Free Response,D,,"The bar graph summarizes the charge, in kilowatt-hours (kWh), a battery received each day for 15 days.",,,,
sat-practice-test-7-digital,Math,1,6,Free Response,9,,"A line in the xy-plane has a slope of 9 and passes through the point(0,−5). The equation y = px+r defines the line, where p and r are constants. What is the value of p ?",,,,
sat-practice-test-7-digital,Math,1,7,Multiple Choice,14; -5; -4,! 5 - 'o 4 - ~ ~ 3 - z § 2 - 1 - I I ~ I I I I 0 8 9 11 16 23 Charge (kWh),For how many of these 15 days did the battery receive a charge of 0 kWh?,0,1,4,6
sat-practice-test-7-digital,Math,1,8,Multiple Choice,A,"The graph shown gives the estimated value, in dollars, of a tablet as a function of the number of",months since it was purchased. What is the best interpretation of the y-intercept of the graph in this context?,The estimated value of the tablet was $225 when it was purchased.,The estimated value of the tablet 24 months after it was purchased was $225.,The estimated value of the tablet had decreased by $225 in the 24 months after it was purchased.,The estimated value of the tablet decreased by approximately 2.25% each year after it was purchased. odule
sat-practice-test-7-digital,Math,1,9,Multiple Choice,B,"Triangles EFGand JKLare congruent, where E, F, and G correspond to J, K, and L, respectively. The measure of angle E is45° and the measure of",angle F is20°. What is the measure of angle J ?,20°,45°,135°,160°
sat-practice-test-7-digital,Math,1,10,Free Response,D,,"X 0 2,000 4,000 6,000 8,000 Distance above sea level (feet) - - - - - - - - - ~",,,,
sat-practice-test-7-digital,Math,1,11,Free Response,C,,"y i\ 9 /V "" ,i ' ~ / ' / ll",,,,
sat-practice-test-7-digital,Math,1,12,Multiple Choice,D,y = 6x+3 One of the two equations in a system of linear equations is given. The system has infinitely many,solutions. Which equation could be the second equation in this system?,y = 2(6x) +3,y = 2(6x+3),2(y) = 2(6x) +3,2(y) = 2(6x+3)
sat-practice-test-7-digital,Math,1,13,Free Response,294,,,,,,
sat-practice-test-7-digital,Math,1,15,Multiple Choice,A,A circle in the xy-plane has the equation,(x−13) 2 +(y−k) 2 = 64. Which of the following gives the center of the circle and its radius?,"The center is at(13,k) and the radius is 8.","The center is at(k,13) and the radius is 8.","The center is at(k,13) and the radius is 64.","The center is at(13,k) and the radius is 64."
sat-practice-test-7-digital,Math,1,16,Multiple Choice,C,,The function f is defined by f(x) = x−4x . What value of a satisfies f(5)−f(a) = −15 ?,−20,5,10,45
sat-practice-test-7-digital,Math,1,17,Multiple Choice,B,"For the exponential function f, the value of f(0) is c, where c is a constant. Of the following equations that","define the function f, which equation shows the value of c as the coefficient or the base?",f(x) = 22(1.5)x+1,f(x) = 33(1.5)x,f(x) = 49.5(1.5)x−1,f(x) = 74.25(1.5)x−2 odule
sat-practice-test-7-digital,Math,1,18,Multiple Choice,B,"t The function f(t) = 40,000(2)790 gives the number of bacteria in a population t minutes after an initial","observation. How much time, in minutes, does it take for the number of bacteria in the population to double?",2,790,"1,580","40,000"
sat-practice-test-7-digital,Math,1,19,Multiple Choice,D,"12 2 2 − = − n t w The given equation relates the variables n, t, and w,","wheren > 0,t > 0, andw > t. Which expression is equivalent to n ?",12tw,6(t−w) w−t,6tw 6tw,w−t
sat-practice-test-7-digital,Math,1,20,Free Response,5,,"- - - - - - - - - ~ During a study, the temperature, in degrees Celsius(°C), of the air in a chamber was recorded to the nearest integer at certain times. The scatterplot shows the recorded temperature y, in°C, of the air in the chamber x minutes after the start of the study. y 2 6 2 4 2 2 2 0 1 8 Temperature 1 6 l",,,,
sat-practice-test-7-digital,Math,1,21,Free Response,87,"- - - - - - - - - ~ In August, a car dealer completed 15 more than 3 times the number of sales the car dealer completed in September. In August and September, the car",dealer completed 363 sales. How many sales did the car dealer complete in September? Mo,,,,
sat-practice-test-7-digital,Math,1,22,Multiple Choice,B,Points Q and R lie on a circle with center P. The radius of this circle is 9 inches. Triangle PQRhas a,"perimeter of 31 inches. What is the length, in inches, ofQR ?",13 2,13,9 2,9
sat-practice-test-7-digital,Math,1,23,Multiple Choice,A,,"In a set of four consecutive odd integers, where the integers are ordered from least to greatest, the first integer is represented by x. The product of 12 and the fourth odd integer is at most 26 less than the sum of the first and third odd integers. Which inequality represents this situation?",12(x+6) ≤ x+(x+4)−26,12(x+6) ≥ 26−(x+(x+4)),12(x+4) ≤ x+(x+3)−26,12(x+4) ≥ 26−(x+(x+3))
sat-practice-test-7-digital,Math,1,24,Multiple Choice,B,"x y −2s 24 −s 21 s 15 The table shows three values of x and their corresponding values of y, where s is a constant. There is a linear relationship between x and y.",Which of the following equations represents this relationship?,sx+3y = 18s,3x+sy = 18s,3x+sy = 18,sx+3y = 18
sat-practice-test-7-digital,Math,1,25,Multiple Choice,C,,Which of the following expressions is equivalent to(sin24°)(cos66°)+(cos24°)(sin66°) ?,2(cos66°)(sin24°),2(cos66°)+2(cos24°),(cos66°)2 +(cos24°)2,(cos66°)2 +(sin24°)2 odule
sat-practice-test-7-digital,Math,1,26,Multiple Choice,A,,"The cost of renting a carpet cleaner is $52 for the first day and $26 for each additional day. Which of the following functions gives the costC(d), in dollars, of renting the carpet cleaner for d days, where d is a positive integer?",C(d) = 26d+26,C(d) = 26d+52,C(d) = 52d−26,"C(d) = 52d+78 If you finish before time is called, you may Do not turn to any othe"
sat-practice-test-7-digital,Math,1,27,Free Response,-13/2; -6.5,f(x) = (x−2)(x+15) The function f is defined by the given equation. For,what value of x does f(x)reach its minimum?,,,,
sat-practice-test-7-digital,Math,2,1,Multiple Choice,A,X -2 f 2 The graph of the quadratic function y = f(x)is shown. What is the vertex of the graph?,"estimated to be 2,358. What is the estimated population density, in raccoons per square mile, of this area?",18,131,149,"2,376 Mo"
sat-practice-test-7-digital,Math,2,3,Free Response,C,,60. n. angles of a triangle is 180.,,,,
sat-practice-test-7-digital,Math,2,4,Free Response,A,,"constant, which of the following expressions represents the value of b ? 15c",,,,
sat-practice-test-7-digital,Math,2,5,Free Response,B,"- - - - - - - ~ −11,−9,26 A data set of three numbers is shown. If a number","from this data set is selected at random, what is the probability of selecting a positive number?",0,,,
sat-practice-test-7-digital,Math,2,6,Free Response,2850,"- - - - - - - ~ f(x) = 45x+600 The function f gives the monthly fee f(x), in dollars,","a facility charges to keep x crates in storage. What is the monthly fee, in dollars, the facility charges to keep 50 crates in storage?",,,,
sat-practice-test-7-digital,Math,2,7,Free Response,11/4; 2.75,,- - - - - - - ~,,,,
sat-practice-test-7-digital,Math,2,8,Multiple Choice,C,,"If8x = 6, what is the value of72x ?",3,15,54,57
sat-practice-test-7-digital,Math,2,9,Multiple Choice,C,,Which expression is equivalent to23x 3+2x 2+9x ?,23x(x 2+2x+9),9x(23x 3+2x 2+1),x(23x 2+2x+9),34(x 3+x 2+x)
sat-practice-test-7-digital,Math,2,10,Multiple Choice,D,,Which expression is equivalent to (9x 3+5x+7) +(6x 3+5x 2−5) ?,15x 6+5x 2−5x−35,15x 3+10x 2+2,15x 6+5x 2+5x+2,15x 3+5x 2+5x+2 odule
sat-practice-test-7-digital,Math,2,11,Multiple Choice,D,"At a state fair, attendees can win tokens that are worth a different number of points depending on the shape. One attendee won S square tokens and C circle tokens worth a total of 1,120 points. The equation80S+90C = 1,120 represents this",situation. How many more points is a circle token worth than a square token?,950,90,80,10
sat-practice-test-7-digital,Math,2,12,Free Response,D,- - - - - - - - - ~,"In the given scatterplot, a line of best fit for the data is shown. y 14 ~ / -/",,,,
sat-practice-test-7-digital,Math,2,13,Multiple Choice,4.41; 441/100,"- - - - - - - - - ~ A circle has a radius of 2.1 inches. The area of the circle isbπ square inches, where b is a constant. What is the value of b ? Mo -14- - In triangle XYZ, angle Y is a right angle, point P lies on XZ, and point Q lies onYZ such that PQ is parallel to XY. If the measure of angle XZY is63°, what is the measure, in degrees, of angle XPQ ? -15- - An investment account was opened with an initial value of$890. The value of the account doubled","every 10 years. Which equation represents the value of the account M(t), in dollars, t years after the account was opened? t 1 10",M(t) = 890   2    t  1  2,M(t) = 890   10    t,M(t) = 890(2) 10 t,M(t) = 890(10) 2
sat-practice-test-7-digital,Math,2,14,Free Response,153,,q,,,,
sat-practice-test-7-digital,Math,2,16,Multiple Choice,A,y < x x < 22,For which of the following tables are all the values of xand their corresponding values of ysolutions to the given system of inequalities?,x y 19 18 20 19 21 20,x y 19 20 20 21 21 22,x y 23 22 24 23 25 24,x y 23 24 24 25 25 26 odule
sat-practice-test-7-digital,Math,2,17,Free Response,A,15 7 h q,"Which expression is equivalent to , 5 21 h q whereh > 0 andq > 0 ?",,,,
sat-practice-test-7-digital,Math,2,18,Multiple Choice,D,3y = 4x+17 −3y = 9x−23 The solution to the given system of equations is,"(x,y). What is the value of39x ?",−18,−6,6,18
sat-practice-test-7-digital,Math,2,19,Multiple Choice,B,"- - - - - - - ~ h(t) = −16t 2+b The function h estimates an object’s height, in feet, above the ground t seconds after the object is dropped, where b is a constant. The function estimates that the object is 3,364 feet above the ground when it is dropped att = 0. Approximately",how many seconds after being dropped does the function estimate the object will hit the ground?,7.25,14.50,105.13,210.25
sat-practice-test-7-digital,Math,2,20,Free Response,120,- - - - - - - ~ 2x 2−8x−7 = 0 One solution to the given equation can be written as 8− k,", where k is a constant. What is the value",,,,
sat-practice-test-7-digital,Math,2,21,Free Response,1660,,"- - - - - - - ~ A line intersects two parallel lines, forming four acute angles and four obtuse angles. The measure of one of the acute angles is(9x−560)°. The sum of the measures of one of the acute angles and three of the obtuse angles is(−18x+w)°. What is the value of w ? Mo",,,,
sat-practice-test-7-digital,Math,2,22,Free Response,B,,x f(x) –4 0,,,,
sat-practice-test-7-digital,Math,2,23,Free Response,C,,"The linear function g is defined by g(x) = b−15x, c where b is a constant. If g(c+7) = , where c is a",,,,
sat-practice-test-7-digital,Math,2,24,Free Response,B,,"In triangle XYZ, angle Z is a right angle and the",,,,
sat-practice-test-7-digital,Math,2,25,Multiple Choice,C,"x 2+14x+y 2 = 6y+109 In the xy-plane, the graph of the given equation is a",circle. What is the length of the circle’s radius?,109,149,167,341 odule
sat-practice-test-7-digital,Math,2,26,Multiple Choice,B,The speed of a vehicle is increasing at a rate of,"7.3 meters per second squared. What is this rate, in miles per minute squared, rounded to the nearest tenth?(Use1mile = 1,609meters.)",0.3,16.3,195.8,"220.4 If you finish before time is called, you may Do not turn to any othe"
sat-practice-test-7-digital,Math,2,27,Free Response,14,"y = −2.5 y = x 2+8x+k In the given system of equations, k is a positive integer constant. The system has no real solutions.",What is the least possible value of k ?,,,,
