test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-5-digital,Math,1,18,Multiple Choice,,"Kaylani used fabric measuring 5 yards in length to make each suit for a men’s choir. The relationship between the number of suits that Kaylani made, x, and the total length of fabric that she purchased y, in yards, is represented by the equation y−5x = 6.",What is the best interpretation of 6 in this context?,Kaylani made 6 suits.,Kaylani purchased a total of 6 yards of fabric.,Kaylani used a total of 6 yards of fabric to make the suits.,Kaylani purchased 6 yards more fabric than she used to make the suits. odule
sat-practice-test-5-digital,Math,1,20,Free Response,,,"In the triangle shown, what is the value of cos x° ? 37 CONTINUE",,,,
sat-practice-test-5-digital,Math,1,22,Multiple Choice,,(x+4)2 +(y−19)2 = 121,"The graph of the given equation is a circle in the xy-plane. The point (a,b)lies on the circle. Which of the following is a possible value for a ?",−16,−14,11,19
sat-practice-test-5-digital,Math,1,23,Multiple Choice,,,"- - - - - - ~ A right rectangular prism has a height of 9 inches. The length of the prism’s base is x inches, which is 7 inches more than the width of the prism’s base. Which function V gives the volume of the prism, in cubic inches, in terms of the length of the prism’s base?",V(x) = x(x+9)(x+7),V(x) = x(x+9)(x−7),V(x) = 9x(x+7),V(x) = 9x(x−7)
sat-practice-test-5-digital,Math,1,24,Multiple Choice,,- - - - - - ~,Which of the following functions has(have) a minimum value at −3? I. f x = −6 3 x −3 II. g x = −3 6 x,I only,II only,I and II,Neither I nor II Mo
sat-practice-test-5-digital,Math,1,25,Multiple Choice,,The result of increasing the quantity x by 400% is,60. What is the value of x ?,12,15,240,340
sat-practice-test-5-digital,Math,1,26,Multiple Choice,,"The function f is defined by f(x) = ax 2+bx+c, where a, b, and c are constants. The graph of y = f(x) in the xy-plane passes through the points (7,0) and (−3,0). If a is an integer greater than 1,",which of the following could be the value of a+b ?,−6,−3,4,"5 ST If you finish before time is called, you m Do not turn to any ot odule"
sat-practice-test-5-digital,Math,2,1,Multiple Choice,,"X l, 12345678910",For how many of the 10 data points is the actual y-value greater than the y-value predicted by the line of best fit?,3,4,6,7 Mo
sat-practice-test-5-digital,Math,2,2,Multiple Choice,,"- - - - - - - ~ - - - - - - - ~ ............................................................................................................................................................................................................................................................................................................... 15 Five Eretmochelys imbricata, a type of sea turtle, each have a nest. The table shows an original data set of the number of eggs that each turtle laid in its nest. Nest Number of eggs A 149 B 144 C 148 D 136 E 139 A sixth nest with 121 eggs is added to create a new",data set. Which of the following correctly compares the means of the two data sets?,The mean of the original data set is greater than the mean of the new data set.,The mean of the original data set is less than the mean of the new data set.,The means of both data sets are equal.,There is not enough information to compare the means.
sat-practice-test-5-digital,Math,2,3,Multiple Choice,,"\ \ \ u X 1 2 3 Time (seconds) ............................................................................................................................................................................................................................................................................................................... 9 A competitive diver dives from a platform into the water. The graph shown gives the height above the water y, in meters, of the diver x seconds after diving",from the platform. What is the best interpretation of the x-intercept of the graph?,The diver reaches a maximum height above the water at 1.6 seconds.,The diver hits the water at 1.6 seconds.,The diver reaches a maximum height above the water at 0.2 seconds.,The diver hits the water at 0.2 seconds. 43 CONTINUE
sat-practice-test-5-digital,Math,2,4,Multiple Choice,,"P t = 260 1.04 The function P models the population, in thousands, of a certain city t years after 2003. According to the model, the population is predicted to increase by 4%",every n months. What is the value of n ?,8,12,18,72
sat-practice-test-5-digital,Math,2,5,Multiple Choice,,,"- ---------------~ A veterinarian recommends that each day a certain rabbit should eat 25 calories per pound of the rabbit’s weight, plus an additional 11 calories. Which equation represents this situation, where c is the total number of calories the veterinarian recommends the rabbit should eat each day if the rabbit’s weight is x pounds?",c = 25x,c = 36x,c = 11x+25,c = 25x+11 Mo
sat-practice-test-5-digital,Math,2,6,Multiple Choice,),". ~,,,,,....- () 100200300400500600700800x Temperature (kelvins)","What is the estimated pressure of the argon, in psi, when the temperature is 600 kelvins?",6,12,300,600
sat-practice-test-5-digital,Math,2,7,Free Response,,d−30 d+30 −7 = −7,What is a solution to the given equation?,,,,
sat-practice-test-5-digital,Math,2,8,Multiple Choice,,Line r in the xy-plane has a slope of 4 and passes,"through the point 0,6 . Which equation defines line r ?",y = −6x+4,y = 6x+4,y = 4x−6,y = 4x+6 odule
sat-practice-test-5-digital,Math,2,9,Free Response,,,K v = v 2 . Which of the following is the best,,,,
sat-practice-test-5-digital,Math,2,10,Free Response,,,V,,,,
sat-practice-test-5-digital,Math,2,11,Free Response,,,"- - - - - - - - - ~ The scatterplot shows the relationship between two variables x and y. A line of best fit for the data is also shown. y ,_",,,,
sat-practice-test-5-digital,Math,2,12,Multiple Choice,,"- - - - - - - ~ At a movie theater, there are a total of 350 customers. Each customer is located in either theater A, theater B, or theater C. If one of these customers is selected at random, the probability of selecting a customer who is located in theater A is 0.48, and the probability of selecting a customer who is located in",theater B is 0.24. How many customers are located in theater C?,28,40,84,98
sat-practice-test-5-digital,Math,2,13,Free Response,,- - - - - - - ~,What is the slope of the graph of,,,,
sat-practice-test-5-digital,Math,2,16,Multiple Choice,,,"In △RST, the measure of R is 63°. Which of the following could be the measure, in degrees, of S ?",116,118,126,180 45 CONTINUE
sat-practice-test-5-digital,Math,2,18,Multiple Choice,,- - - - - - - ~,"If 4 2x = 16, what is the value of 6x ?",24,48,72,96
sat-practice-test-5-digital,Math,2,19,Multiple Choice,,- - - - - - - ~ 2x−y > 883,For which of the following tables are all the values of x and their corresponding values of y solutions to the given inequality?,x y 440 0 441 −2 442 −4,x y 440 0 442 −2 441 −4,x y 442 0 440 −2 441 −4,x y 442 0 441 −2 440 −4
sat-practice-test-5-digital,Math,2,20,Free Response,,- - - - - - - ~ 5y = 10x+11 −5y = 5x−21 The solution to the given system of equations is,"x,y . What is the value of 30x ? Mo",,,,
sat-practice-test-5-digital,Math,2,21,Free Response,,"A rectangle is inscribed in a circle, such that each vertex of the rectangle lies on the circumference of the circle. The diagonal of the rectangle is twice the length of the shortest side of the rectangle. The area","of the rectangle is 1,089 3 square units. What is the length, in units, of the diameter of the circle?",,,,
sat-practice-test-5-digital,Math,2,22,Multiple Choice,,Rectangles ABCD and EFGH are similar. The length of each side of EFGH is 6 times the length of the corresponding side of ABCD. The area of ABCD is,"54 square units. What is the area, in square units, of EFGH?",9,36,324,"1,944 odule"
sat-practice-test-5-digital,Math,2,24,Multiple Choice,,,Which quadratic equation has no real solutions?,x 2+14x−49 = 0,x 2−14x+49 = 0,5x 2−14x−49 = 0,5x 2−14x+49 = 0 47 CONTINUE
sat-practice-test-5-digital,Math,2,26,Free Response,,"- - - - - - ~ A circle in the xy-plane has its center at −1,1 . Line t is tangent to this circle at the point 5,−4 .",Which of the following points also lies on line t ?,,,,
sat-practice-test-5-digital,Math,2,27,Free Response,,"- - - - - - ~ For an electric field passing through a flat surface perpendicular to it, the electric flux of the electric field through the surface is the product of the electric field’s strength and the area of the surface. A certain flat surface consists of two adjacent squares, where the side length, in meters, of the larger square is 3 times the side length, in meters, of the smaller square. An electric field with strength 29.00volts per meter passes uniformly through this surface, which is perpendicular to the electric field. If the total electric flux of the electric field through this surface is","4,640 volts · meters, what is the electric flux, in volts ·meters, of the electric field through the larger square? r module in the test.",,,,
