test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-6-digital,Math,1,18,Multiple Choice,,w 2+12w−40 = 0,Which of the following is a solution to the given equation?,6−2 19,2 19,19,−6 +2 19 37 CONTINUE
sat-practice-test-6-digital,Math,1,21,Free Response,1677,,y,,,,
sat-practice-test-6-digital,Math,1,22,Multiple Choice,,"- - - - - - - - - ~ In 2008, Zinah earned 14% more than in 2007, and in 2009 Zinah earned 4% more than in 2008. If Zinah","earned y times as much in 2009 as in 2007, what is the value of y ?",0.5600,1.0056,1.1800,1.1856 Mo
sat-practice-test-6-digital,Math,1,23,Free Response,,,y,,,,
sat-practice-test-6-digital,Math,1,26,Multiple Choice,,"x g(x) −27 33 −9 00 2211 55 The table shows three values of x and their f x corresponding values of g x , where g x = x+3 and f is a linear function. What is the y-intercept of",the graph of y = f x in the xy-plane?,"0,36","0,12","0,4","0,−9"
sat-practice-test-6-digital,Math,1,27,Free Response,,"In right triangle ABC, angle C is the right angle and BC = 162. Point D on side AB is connected by a line segment with point E on side AC such that line segment DE is parallel to side BC and CE = 2AE.",What is the length of line segment DE ?,,,,
sat-practice-test-6-digital,Math,2,1,Free Response,,,"V = i,.r3 V=½nr2h V =3£wh",,,,
sat-practice-test-6-digital,Math,2,2,Free Response,,- ~ - - - - - - - - ............................................................................................................................................................................................................................................................................................................... 7 The amount of Hanna’s bill for a food order was $50. Hanna gave a tip of 20% of the amount of the bill.,"What is the amount, in dollars, of the tip Hanna gave?",,,,
sat-practice-test-6-digital,Math,2,3,Free Response,,"- - - - - - - - - ~ On a street with 7 houses, 2 houses are blue. If a","house from this street is selected at random, what is the probability of selecting a house that is blue?",,,,
sat-practice-test-6-digital,Math,2,4,Free Response,,,@ £,,,,
sat-practice-test-6-digital,Math,2,5,Multiple Choice,,"y I I () ) 2 4 X I ->---2 I I ->---4 ) -~f I -~-s The graph of the function f is shown, where",y = f x . What is the y-intercept of the graph?,"(0,−1)","(0,−4)","(0,1)","(0,4)"
sat-practice-test-6-digital,Math,2,6,Multiple Choice,),"., ~ 4 ,,,. 2 I.; ~ I ~ X 10 -8 -6 -4 ... ,I .A2'"" 2- 4--6-~8-10 ... .,. I ... 4 I I '6 I lg I '16",Which of the following describes function f ?,Increasing linear,Decreasing linear,Increasing exponential,Decreasing exponential Mo
sat-practice-test-6-digital,Math,2,7,Free Response,,,"- - - - - - - - - ~ The graph of function f is shown, where y = f(x). y",,,,
sat-practice-test-6-digital,Math,2,8,Free Response,,"In the given system of equations, r is a constant. If","the system has no solution, what is the value of r ? r module in the test.",,,,
sat-practice-test-6-digital,Math,2,9,Multiple Choice,,The ratio of the length of line segment XY to the length of line segment ZV is 6 to 1. If the length of,"line segment XY is 102 inches, what is the length, in inches, of line segment ZV ?",17,96,102,612 45 CONTINUE
sat-practice-test-6-digital,Math,2,10,Free Response,,,,,,,
sat-practice-test-6-digital,Math,2,11,Multiple Choice,,"- - - - - - - ~ The function f defined by f t = 14t+9 gives the estimated length, in inches, of a vine plant t months",after Tavon purchased it. Which of the following is the best interpretation of 9 in this context?,Tavon will keep the vine plant for 9 months.,The vine plant is expected to grow 9 inches each month.,The vine plant is expected to grow to a maximum length of 9 inches.,The estimated length of the vine plant was 9 inches when Tavon purchased it.
sat-practice-test-6-digital,Math,2,12,Multiple Choice,,- - - - - - - ~ (x+2)(x−5)(x+9) = 0,What is a positive solution to the given equation?,3,4,5,18
sat-practice-test-6-digital,Math,2,13,Free Response,,,- - - - - - - ~,,,,
sat-practice-test-6-digital,Math,2,14,Free Response,,- - - - - - - ~ A rectangle has an area of 155 square inches. The length of the rectangle is 4 inches less than 7 times,"the width of the rectangle. What is the width of the rectangle, in inches? Mo",,,,
sat-practice-test-6-digital,Math,2,15,Multiple Choice,,"4, 10, 18, 4, 4, 5, 6, 5",What is the median of the data set shown?,4,5,7,14
sat-practice-test-6-digital,Math,2,16,Multiple Choice,,- ~ - - - - - A right circular cylinder has a volume of 432 cubic centimeters. The area of the base of the cylinder is,"24 square centimeters. What is the height, in centimeters, of the cylinder?",18,24,216,"10,368 odule"
sat-practice-test-6-digital,Math,2,18,Free Response,,,Line k is defined by y = 7x+ . Line j is,,,,
sat-practice-test-6-digital,Math,2,20,Multiple Choice,,"/ ,T u X 4 8 12 16 20 The scatterplot shows the relationship between two variables, x and y, for data set E. A line of best fit is shown. Data set F is created by multiplying the y-coordinate of each data point from data set E by",3.9. Which of the following could be an equation of a line of best fit for data set F?,y = 46.8 +5.9x,y = 46.8 +1.5x,y = 12 +5.9x,"y = 12 +1.5x If you finish before time is called, you may Do not turn to any other"
sat-practice-test-6-digital,Math,2,21,Free Response,,x−2 −4 y +7 = 117 x−2 +4 y+7 = 442 The solution to the given system of equations is,"(x,y). What is the value of 6(x−2)? IZ wo",,,,
sat-practice-test-6-digital,Math,2,22,Multiple Choice,,"In triangle ABC, angle B is a right angle. The length of side AB is 10 t_3_7 and the length of side BC is",24 t_3_7. What is the length of side AC ?,14 t_3_7,26 t_3_7,34 t_3_7 t~-,34 ·37
sat-practice-test-6-digital,Math,2,23,Multiple Choice,,"x f(x) = (1.84)4 The function f is defined by the given equation. The p x equation can be rewritten as f(x) = 1 + , where p is a constant. Which of the following is closest to the value of p ? a and b are constants. In the xy-plane, the graph of y = f(x) passes through the point (−24,0), and",f(24) < 0. Which of the following must be true?,f(0) = 24,f(0) = −24,a > b,a < b
sat-practice-test-6-digital,Math,2,25,Multiple Choice,,"In the xy-plane, a circle has center C with coordinates (h,k). Points A and B lie on the circle. Point A has coordinates h +1,k+ J1_02 , and",ACB is a right angle. What is the length of AB ?,J2_06,2J1_02,103 2j,103 3j 49 CONTINUE
sat-practice-test-6-digital,Math,2,26,Free Response,,,"y .,,, ,/ ,,/ /"" ,;I /' ,, ,,✓",,,,
sat-practice-test-6-digital,Math,2,27,Free Response,,,- - - - - - - - - ~ 48x−64y = 48y +24,,,,
