test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-8-digital,Reading and Writing,2,16,Multiple Choice,A,"Psychologists Dacher Keltner and Jonathan Haidt have argued that experiencing awe—a sensation of reverence and wonder typically brought on by perceiving something grand or powerful—can enable us to feel more connected to others and thereby inspire us to act more altruistically. Keltner, along with Paul K. Piff, Pia Dietze, and colleagues, claims to have found evidence for this effect in a recent study where participants were asked to either gaze up at exceptionally tall trees in a nearby grove (reported to be a universally awe-inspiring experience) or stare at the exterior of a nearby, nondescript building. After one minute, an experimenter deliberately spilled a box of pens nearby.","Which finding from the researchers’ study, if true, would most strongly support their claim?",Participants who had been looking at the trees helped the experimenter pick up significantly more pens than did participants who had been looking at the building.,Participants who helped the experimenter pick up the pens used a greater number of positive words to describe the trees and the building in a postexperiment survey than did participants who did not help the experimenter.,"Participants who did not help the experimenter pick up the pens were significantly more likely to report having experienced a feeling of awe, regardless of whether they looked at the building or the trees.",Participants who had been looking at the building were significantly more likely to notice that the experimenter had dropped the pens than were participants who had been looking at the trees.
sat-practice-test-8-digital,Reading and Writing,2,17,Multiple Choice,C,"The domestic sweet potato (Ipomoea batatas) descends from a wild plant native to South America. It also populates the Polynesian Islands, where evidence confirms that Native Hawaiians and other Indigenous peoples were cultivating the plant centuries before seafaring first occurred over the thousands of miles of ocean separating them from South America. To explain how the sweet potato was first introduced in Polynesia, botanist Pablo Muñoz-Rodríguez and colleagues analyzed the DNA of numerous varieties of the plant, concluding that Polynesian varieties diverged from South American ones over 100,000 years ago. Given that Polynesia was peopled only in the last three thousand years, the team concluded that ______",Which choice most logically completes the text?,the cultivation of the sweet potato in Polynesia likely predates its cultivation in South America.,Polynesian peoples likely acquired the sweet potato from South American peoples only within the last three thousand years.,human activity likely played no role in the introduction of the sweet potato in Polynesia.,"Polynesian sweet potato varieties likely descend from a single South American variety that was domesticated, not wild. odule"
sat-practice-test-8-digital,Reading and Writing,2,18,Multiple Choice,D,"The morphological novelty of echinoderms—marine invertebrates with radial symmetry, usually starlike, around a central point—impedes comparisons with most other animals, in which bilateral symmetry on an anterior-posterior (head to tail) axis through a trunk is typical. Particularly puzzling are sea stars, thought to have evolved a headless layout from a known bilateral origin. Applying genomic knowledge of Saccoglossus kowalevskiiacorn worms (close relatives of sea stars, and thus expected to have similar markers for corresponding anatomical regions) to the body patterning genes of Patiria miniatasea stars, Laurent Formery et al. observed activity only in anterior genes across P. miniata’s entire body and some posterior genes limited to the edges, suggesting that _______",Which choice most logically completes the text?,"despite the greater prevalence of anterior genes in sea stars’ genetic makeup, posterior genes active at the body’s perimeter are primarily responsible for the starlike layout that distinguishes sea stars’ radial symmetry from that of other echinoderms.","contrary to the belief that they evolved from early ancestors with the bilateral form typical of many other animals, sea stars instead originated with an atypical body layout that was neither bilaterally nor radially symmetrical.","although the two species are closely related, there is only minimal correspondence in the genetic markers for head, tail, and trunk region development in P. miniatasea stars and S. kowalevskiiacorn worms.","rather than undergoing changes resulting in the eventual elimination of a head region in their radial body plan, as previously assumed, sea stars’ morphology evolved to completely lack a trunk and consist primarily of a head region."
sat-practice-test-8-digital,Reading and Writing,2,19,Multiple Choice,A,"To survive when water is scarce, embryos inside African turquoise killifish eggs ______ a dormant state known as diapause. In this state, embryonic development is paused for as long as two years—longer than the life span of an adult killifish.",Which choice completes the text so that it conforms to the conventions of Standard English?,enter,to enter,having entered,entering
sat-practice-test-8-digital,Reading and Writing,2,20,Multiple Choice,B,"Formed in 1967 to foster political and economic stability within the Asia-Pacific region, the Association of Southeast Asian Nations was originally made up of five members: Thailand, the Philippines, Singapore, Malaysia, and Indonesia. By the end of the 1990s, the organization ______ its initial membership.",Which choice completes the text so that it conforms to the conventions of Standard English?,has doubled,had doubled,doubles,will double Mo
sat-practice-test-8-digital,Reading and Writing,2,21,Multiple Choice,C,"After the United Kingdom began rolling out taxes equivalent to a few cents on single-use plastic grocery bags in 2011, plastic-bag consumption decreased by up to ninety _______taxes are subject to what economists call the “rebound effect”: as the change became normalized, plastic-bag use started to creep back up.",Which choice completes the text so that it conforms to the conventions of Standard English?,"percent, such",percent and such,percent. Such,percent such
sat-practice-test-8-digital,Reading and Writing,2,22,Multiple Choice,A,"In 1966, Emmett Ashford became the first African American to umpire a Major League Baseball game. His energetic gestures announcing when a player had struck out and his habit of barreling after a hit ball to see if it would land out of _______ transform the traditionally solemn umpire role into a dynamic one.",Which choice completes the text so that it conforms to the conventions of Standard English?,bounds helped,"bounds, helping",bounds that helped,bounds to help
sat-practice-test-8-digital,Reading and Writing,2,23,Multiple Choice,C,"The forty-seven geothermal springs of Arkansas’ Hot Springs National Park are sourced via a process known as natural groundwater recharge, in which rainwater percolates downward through the earth—in this case, the porous rocks of the hills around Hot ______ collect in a subterranean basin.",Which choice completes the text so that it conforms to the conventions of Standard English?,Springs to,Springs: to,Springs—to,"Springs, to"
sat-practice-test-8-digital,Reading and Writing,2,24,Multiple Choice,A,"Over twenty years ago, in a landmark experiment in the psychology of choice, professor Sheena Iyengar set up a jam-tasting booth at a grocery store. The number of jams available for tasting ______ some shoppers had twenty-four different options, others only six. Interestingly, the shoppers with fewer jams to choose from purchased more jam.",Which choice completes the text so that it conforms to the conventions of Standard English?,varied:,"varied,","varied, while",varied while odule
sat-practice-test-8-digital,Reading and Writing,2,25,Multiple Choice,B,"Nigerian author Buchi Emecheta’s celebrated literary oeuvre includes The Joys of Motherhood, a novel about the changing roles of women in 1950s ______ a television play about the private struggles of a newlywed couple in Nigeria; and Head Above Water, her autobiography.",Which choice completes the text so that it conforms to the conventions of Standard English?,"Lagos, A Kind of Marriage,","Lagos; A Kind of Marriage,","Lagos, A Kind of Marriage:",Lagos; A Kind of Marriage
sat-practice-test-8-digital,Reading and Writing,2,26,Multiple Choice,A,"Jetties—long, narrow structures that extend from a landmass into the water—are often constructed to protect coastlines from erosion. Jetties can sometimes have the opposite _______ obstructing the natural flow of sand along the shore can lead to increased erosion in some areas.",Which choice completes the text so that it conforms to the conventions of Standard English?,"effect, though;","effect, though",effect; though,"effect, though,"
sat-practice-test-8-digital,Reading and Writing,2,27,Multiple Choice,A,"The Alaska Native Language Archive (ANLA) is known for its impressive audio collection. _______ the ANLA has more than 5,000 audio recordings of Native Alaskan languages dating as far back as 1943.",Which choice completes the text with the most logical transition?,"In fact,","After,","Regardless,","Instead,"
sat-practice-test-8-digital,Reading and Writing,2,28,Multiple Choice,A,"Etched into Peru’s Nazca Desert are line drawings so large that they can only be fully seen from high above. Archaeologists have known of the lines since the 1920s, when a researcher spotted some from a nearby foothill, and they have been studying the markings ever since. ______ archaeologists’ efforts are aided by drones that capture high-resolution aerial photographs of the lines.",Which choice completes the text with the most logical transition?,"Currently,","In comparison,","Still,","However, Mo"
sat-practice-test-8-digital,Reading and Writing,2,29,Multiple Choice,C,"At two weeks old, the time their critical socialization period begins, wolves can smell but cannot yet see or hear. Domesticated dogs, _______can see, hear, and smell by the end of two weeks. This relative lack of sensory input may help explain why wolves behave so differently around humans than dogs do: from a very young age, wolves are more wary and less exploratory.",Which choice completes the text with the most logical transition?,"in other words,","for instance,","by contrast,","accordingly,"
sat-practice-test-8-digital,Reading and Writing,2,30,Multiple Choice,B,"Upon first approaching artist Kurt Wenner’s Dies Irae, a colorful scene painted on the surface of a cobblestone street in Mantua, Italy, one might assume a deep hole filled with life-sized, classically styled sculptures had opened up in the street. _______ by expertly applying the principles of perspective, Wenner created merely the illusion of depth.",Which choice completes the text with the most logical transition?,"Additionally,","On the contrary,","As a result,","Next,"
sat-practice-test-8-digital,Reading and Writing,2,31,Multiple Choice,D,"Economist Elinor Ostrom’s studies of communities around the world have empirically demonstrated that common pool resources, such as grazing lands, can be sustainably managed by the people who use them (rather than through private entities or centralized governments). _______ Ostrom’s work is a repudiation of the “tragedy of the commons,” the view that individuals will inevitably overexploit a finite shared resource if given unfettered access to it.",Which choice completes the text with the most logical transition?,"By contrast,","For example,","That said,","As such, odule"
sat-practice-test-8-digital,Reading and Writing,2,32,Multiple Choice,B,"While researching a topic, a student has taken the following notes: • Some sandstone arches in Utah’s Arches National Park have been defaced by tourists’ carvings. • Park rangers can smooth away some carvings using power grinders. • For deep carvings, power grinding is not always feasible because it can greatly alter or damage the rock. • Park rangers can use an infilling technique, which involves filling in carvings with ground sandstone and a bonding agent. • This technique is minimally invasive. The student wants to explain an advantage of the",infilling technique. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"To remove carvings from sandstone arches in Utah’s Arches National Park, power grinding is not always feasible.","Filling in carvings with ground sandstone and a bonding agent is less invasive than smoothing them away with a power grinder, which can greatly alter or damage the sandstone arches.",Park rangers can use a power grinding technique to smooth away carvings or fill them in with ground sandstone and a bonding agent.,"As methods for removing carvings from sandstone, power grinding and infilling differ in their level of invasiveness. If you finish before time is called, you may Do not turn to any othe"
sat-practice-test-8-digital,Reading and Writing,2,33,Multiple Choice,D,"While researching a topic, a student has taken the following notes: • Las sergas de Esplandiánwas a novel popular in sixteenth-century Spain. • The novel featured a fictional island inhabited solely by Black women and known as California. • That same century, Spanish explorers learned of an “island” off the west coast of Mexico. • They called it California after the island in the novel. • The “island” was actually the peninsula now known as Baja California (“Lower California”), which lies to the south of the US state of California. The student wants to emphasize the role a misconception played in the naming of a place.",Which choice most effectively uses relevant information from the notes to accomplish this goal?,The novel Las sergas de Esplandiánfeatured a fictional island known as California.,"To the south of the US state of California lies Baja California (“Lower California”), originally called California after a fictional place.","In the sixteenth century, Spanish explorers learned of a peninsula off the west coast of Mexico and called it California.","Thinking it was an island, Spanish explorers called a peninsula California after an island in a popular novel."
sat-practice-test-8-digital,Math,1,3,Free Response,D,,5π of angle T is radians greater than the measure of,,,,
sat-practice-test-8-digital,Math,1,4,Multiple Choice,D,- - - - - - - - - ~,Which expression is equivalent to (2x2+x−9) +(x2+6x+1)?,2x2+7x+10,2x2+6x−8,3x2+7x−10,3x2+7x−8 Mo
sat-practice-test-8-digital,Math,1,5,Multiple Choice,A,"An analyst collected data on the price of a carton of grape tomatoes at 30 locations selected at random in Utah. The mean price of a carton of grape tomatoes in Utah was estimated to be$4.23, with an associated",margin of error of$0.08. Which of the following is a plausible statement about the mean price of a carton of grape tomatoes for all locations that sell this product in Utah?,It is between$4.15 and$4.31.,It is either less than$4.15 or greater than$4.31.,It is less than$4.15.,It is greater than$4.31.
sat-practice-test-8-digital,Math,1,6,Free Response,0.2; 1/5,2.6 +x = 2.8,What value of x is the solution to the given equation?,,,,
sat-practice-test-8-digital,Math,1,7,Free Response,240,"Out of 300 seeds that were planted,80% sprouted.",How many of these seeds sprouted?,,,,
sat-practice-test-8-digital,Math,1,8,Multiple Choice,A,"I 19 I 12 I 1~ . 16 The graph of y = f(x) is shown, where the function f is defined by f(x) = ax3+bx2+cx+d and a, b, c, and d are constants. For how many values of x does f(x) = 0 ?","the cutting board. Which expression represents the length, in centimeters, of the cutting board?",w(w +9),w,9,(w +9)
sat-practice-test-8-digital,Math,1,9,Multiple Choice,B,"Right triangles LMN and PQR are similar, where L and Mcorrespond to Pand Q, respectively. Angle M",has a measure of53°. What is the measure of angle Q ?,37°,53°,127°,143°
sat-practice-test-8-digital,Math,1,10,Multiple Choice,B,"What is the equation of the line that passes through the point(0,5) and is parallel to the graph of",y = 7x+4 in the xy-plane?,y = 5x,y = 7x+5,y = 7x,y = 5x+7 odule
sat-practice-test-8-digital,Math,1,11,Multiple Choice,B,,Which of the following equations is the most appropriate linear model for the data shown in the scatterplot?,y = −1.9x−10.1,y = −1.9x+10.1,y = 1.9x−10.1,y = 1.9x+10.1
sat-practice-test-8-digital,Math,1,12,Multiple Choice,D,,"A model predicts that the population of Bergen was 15,000 in 2005. The model also predicts that each year for the next 5 years, the population p increased by4% of the previous year’s population. Which equation best represents this model, where x is the number of years after 2005, for x ≤ 5 ?","p = 0.96(15,000) x","p = 1.04(15,000) x","p = 15,000(0.96) x","p = 15,000(1.04) x"
sat-practice-test-8-digital,Math,1,13,Free Response,25,- - - - - - - - - ~ 2a+8b = 198 2a+4b = 98 The solution to the given system of equations is,"(a,b). What is the value of b ?",,,,
sat-practice-test-8-digital,Math,1,14,Free Response,6,- - - - - - - - - ~ The expression90y5−54y4 is equivalent to,"ry4 (15y−9), where r is a constant. What is the value of r ? Mo",,,,
sat-practice-test-8-digital,Math,1,15,Free Response,C,,y ' 16 I 14,,,,
sat-practice-test-8-digital,Math,1,17,Multiple Choice,A,k p = 4j +9 The given equation relates the distinct positive,"numbers p, k, and j. Which equation correctly expresses4j +9 in terms of p and k ? k",4j +9 = p,4j +9 = kp,4j +9 = k−p p,4j +9 = k
sat-practice-test-8-digital,Math,1,18,Multiple Choice,D,"Circle A has a radius of3n and circle B has a radius of129n, where n is a positive constant. The area of",circle B is how many times the area of circle A?,43,86,129,"1,849 odule"
sat-practice-test-8-digital,Math,1,19,Free Response,C,,2π The measure of angle R is radians. The measure,,,,
sat-practice-test-8-digital,Math,1,20,Free Response,7,y = x2−14x+22 The given equation relates the variables x and y.,For what value of x does the value of y reach its minimum?,,,,
sat-practice-test-8-digital,Math,1,21,Free Response,182,"- - - - - - ~ A small business owner budgets $2,200 to purchase candles. The owner must purchase a minimum of 200 candles to maintain the discounted pricing. If the owner pays $4.90 per candle to purchase small candles and $11.60 per candle to purchase large","candles, what is the maximum number of large candles the owner can purchase to stay within the budget and maintain the discounted pricing?",,,,
sat-practice-test-8-digital,Math,1,22,Multiple Choice,D,"- - - - - - ~ y ≤ x+7 y ≥ −2x−1 Which point(x,y)is a solution to the given system",of inequalities in the xy-plane?,"(−14,0)","(0,−14)","(0,14)","(14,0) Mo"
sat-practice-test-8-digital,Math,1,23,Multiple Choice,B,"- - - - - - ~ Weight (pounds) Frequency 13 12 14 8 15 5 16 7 17 9 18 10 19 13 20 7 The frequency table summarizes a data set of the weights, rounded to the nearest pound, of 71 tortoises. A weight of 39 pounds is added to the original data set, creating a new data set of the weights, rounded to the nearest pound, of",72 tortoises. Which statement best compares the mean and median of the new data set to the mean and median of the original data set?,"The mean of the new data set is greater than the mean of the original data set, and the median of the new data set is greater than the median of the original data set.","The mean of the new data set is greater than the mean of the original data set, and the medians of the two data sets are equal.","The mean of the new data set is less than the mean of the original data set, and the median of the new data set is less than the median of the original data set.","The mean of the new data set is less than the mean of the original data set, and the medians of the two data sets are equal."
sat-practice-test-8-digital,Math,1,24,Multiple Choice,C,x−29 = (x−a)(x−29),"Which of the following are solutions to the given equation, where a is a constant anda > 30 ? I. a II. a+1 III. 29",I and II only,I and III only,II and III only,"I, II, and III"
sat-practice-test-8-digital,Math,1,25,Free Response,C,"In the xy-plane, the graph of the equation y = −x2+9x−100 intersects the line y = c at",exactly one point. What is the value of c?,−,,,
sat-practice-test-8-digital,Math,1,26,Multiple Choice,B,The functions f and g are defined by the given,"equations, where x ≥ 0. Which of the following equations displays, as a constant or coefficient, the maximum value of the function it defines, where x ≥ 0 ? I. f(x) = 18(1.25) x +41 II. g(x) = 9(0.73) x",I only,II only,I and II,"Neither I nor II If you finish before time is called, you may Do not turn to any othe"
sat-practice-test-8-digital,Math,1,27,Free Response,284/3; 94.66; 94.67,The perimeter of an equilateral triangle is 852 centimeters. The three vertices of the triangle lie on a circle. The radius of the circle is,w 3 centimeters. What is the value of w ?,,,,
sat-practice-test-8-digital,Math,2,1,Multiple Choice,C,,What is the y-intercept of the line graphed?,"(−5,0)","(0,0)","(0,5)","(0,9)"
sat-practice-test-8-digital,Math,2,3,Multiple Choice,D,"m n t Note: Figure not drawn to scale. In the figure, line m is parallel to line n, and line t",intersects both lines. What is the value of x ?,33,57,123,147
sat-practice-test-8-digital,Math,2,4,Multiple Choice,C,- - - - - - - - - ~ Sean rents a tent at a cost of $11 per day plus a,"onetime insurance fee of $10. Which equation represents the total cost c, in dollars, to rent the tent with insurance for d days?",c = 11(d+10),c = 10(d+11),c = 11d+10,c = 10d+11 Mo
sat-practice-test-8-digital,Math,2,5,Multiple Choice,D,"a b Note: Figure not drawn to scale. For the right triangle shown,a = 4 andb = 5.",Which expression represents the value of c ?,4 +5,(4)(5),4 +5,42 +52
sat-practice-test-8-digital,Math,2,6,Free Response,9,,- ~ - - - - - - - - The function g is defined by g(x) = 6x. For what value of x is g(x) = 54 ?,,,,
sat-practice-test-8-digital,Math,2,7,Free Response,68,,The function f is defined by f(x) = 8x3+4. What is the value of f(2) ?,,,,
sat-practice-test-8-digital,Math,2,8,Free Response,B,,The function f is defined by f(x) = x−2. What,,,,
sat-practice-test-8-digital,Math,2,9,Multiple Choice,D,A producer is creating a video with a length of 70 minutes. The video will consist of segments that are 1 minute long and segments that are 3 minutes,"long. Which equation represents this situation, where x represents the number of 1-minute segments and y represents the number of 3-minute segments?",4xy = 70,4(x+y) = 70,3x+y = 70,x+3y = 70 odule
sat-practice-test-8-digital,Math,2,10,Free Response,D,,"The function f is defined by f(x) = 7x3 . In the xy-plane, the graph of y = g(x)is the result of shifting the graph of y = f(x) down 2 units. Which equation defines function g ?",,,,
sat-practice-test-8-digital,Math,2,11,Multiple Choice,C,y = −3x 4x+y = 15 The solution to the given system of equations,"is(x,y). What is the value of x ?",1,5,15,45
sat-practice-test-8-digital,Math,2,12,Free Response,B,B C A Note: Figure not drawn to scale.,"In the right triangle shown, what is the value of sinA ?",,,,
sat-practice-test-8-digital,Math,2,13,Free Response,986,- - - - - - - - - ~,"What is the area, in square centimeters, of a rectangle with a length of 34 centimeters (cm) and a width of 29 cm? Mo",,,,
sat-practice-test-8-digital,Math,2,14,Free Response,24,x 24x,"If = 4 and = 4, what is the value of n ? y ny",,,,
sat-practice-test-8-digital,Math,2,15,Multiple Choice,D,"A bowl contains 20 ounces of water. When the bowl is uncovered, the amount of water in the bowl decreases by 1 ounce every 4 days. If 9 ounces of","water remain in this bowl, for how many days has it been uncovered?",3,7,36,44
sat-practice-test-8-digital,Math,2,16,Multiple Choice,D,,"If9(4−3x) +2 = 8(4−3x) +18, what is the value of4−3x ?",−16,−4,4,16
sat-practice-test-8-digital,Math,2,17,Multiple Choice,A,"A certain township consists of a 5-hectare industrial park and a 24-hectare neighborhood. The total number of trees in the township is 4,529. The equation5x+24y = 4,529 represents this situation.",Which of the following is the best interpretation of x in this context?,The average number of trees per hectare in the industrial park,The average number of trees per hectare in the neighborhood,The total number of trees in the industrial park,The total number of trees in the neighborhood
sat-practice-test-8-digital,Math,2,18,Multiple Choice,B,,"Which expression is equivalent toa12 , wherea > 0 ?",12a132,144 a132,121a132,11a132 odule
sat-practice-test-8-digital,Math,2,19,Multiple Choice,A,The dot plots represent the distributions of values in data sets A and B.,Which of the following statements must be true? I. The median of data set A is equal to the median of data set B. II. The standard deviation of data set A is equal to the standard deviation of data set B.,I only,II only,I and II,Neither I nor II
sat-practice-test-8-digital,Math,2,20,Free Response,46,"A circle has center O, and points R and S lie on the circle. In triangleORS, the measure of∠ROS is88°.","What is the measure of∠RSO, in degrees? (Disregard the degree symbol when entering your answer.)",,,,
sat-practice-test-8-digital,Math,2,21,Free Response,1.8; 9/5,"- - - - - - - - - ~ The regular price of a shirt at a store is$11.70. The sale price of the shirt is80% less than the regular price, and the sale price is30% greater than the","store’s cost for the shirt. What was the store’s cost, in dollars, for the shirt? (Disregard the $ sign when entering your answer. For example, if your answer is $4.97, enter 4.97)",,,,
sat-practice-test-8-digital,Math,2,22,Multiple Choice,A,"- - - - - - - - - ~ A cube has an edge length of 68 inches. A solid sphere with a radius of 34 inches is inside the cube, such that the sphere touches the center of each face","of the cube. To the nearest cubic inch, what is the volume of the space in the cube not taken up by the sphere?","149,796","164,500","190,955","310,800"
sat-practice-test-8-digital,Math,2,23,Multiple Choice,B,y = 6x+18 One of the equations in a system of two linear equations is given. The system has no solution.,Which equation could be the second equation in the system?,−6x+y = 18,−6x+y = 22,−12x+y = 36,−12x+y = 18
sat-practice-test-8-digital,Math,2,24,Multiple Choice,C,"Triangles PQR and LMN are graphed in the xy-plane. Triangle PQR has vertices P, Q, and R at (4,5),(4,7), and(6,5), respectively. Triangle LMN has vertices L, M, and N at(4,5),(4,7+k), and(6 +k,5), respectively, where k is a positive","constant. If the measure of∠Q ist°, what is the measure of∠N ?",(90−(t−k))°,(90−(t+k))°,(90−t)°,(90+k)°
sat-practice-test-8-digital,Math,2,25,Multiple Choice,B,"2x+3y = 7 10x+15y = 35 For each real number r, which of the following points lies on the graph of each equation in the",xy-plane for the given system? r r ,"  5 +7,− 5 +35      3r 7 ","   − 2 + 2 ,r      2r 7","   r, 3 + 3     3r 7","   r,− 2 + 2    47 CONTINUE"
sat-practice-test-8-digital,Math,2,26,Multiple Choice,D,x2 c2 = +39 x2−c2 x2−c2,"In the given equation, c is a positive constant. Which of the following is one of the solutions to the given equation?",−c,−c2−392,− 392−c2,"− c2+392 If you finish before time is called, you may Do not turn to any othe"
sat-practice-test-8-digital,Math,2,27,Free Response,168,"- - - - - - - ~ The quadratic function g models the depth, in meters, below the surface of the water of a seal t minutes after the seal entered the water during a dive. The function estimates that the seal reached its maximum depth of 302.4 meters 6 minutes after it entered the water and then reached the surface of the water 12 minutes after it entered the water. Based on","the function, what was the estimated depth, to the nearest meter, of the seal 10 minutes after it entered the water?",,,,
